filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
images/Set1/IMG (5572).jpg,-1,"{}",1,0,"{""name"":""rect"",""x"":186,""y"":16,""width"":352,""height"":360}","{""Age"":""35-45"",""Weight"":""slightly-overweight"",""Gender"":""male"",""Economy-Class"":""lower middle class"",""Education"":""Uneducation"",""CarryingBag"":""None"",""Accessories"":{""Nothing"":true},""Footwear"":""CantSee"",""Demeanour"":""Average"",""ClothingStyle"":""Below Average"",""ImageQuality"":""Average"",""Emotion"":""Neutral"",""ClothingStyle2"":""Daily"",""BodyPose"":""Back""}"
images/Set1/IMG (4307).jpg,-1,"{}",1,0,"{""name"":""rect"",""x"":47,""y"":5,""width"":99,""height"":105}","{""Age"":""35-45"",""Weight"":""over-weight"",""Gender"":""male"",""Economy-Class"":""middle class"",""Education"":""Educated"",""CarryingBag"":""None"",""Accessories"":{""Watch"":true},""Footwear"":""CantSee"",""Demeanour"":""Average"",""ClothingStyle"":""Average"",""ImageQuality"":""Average"",""Emotion"":""Neutral"",""ClothingStyle2"":""Daily"",""BodyPose"":""Front-Frontish""}"
images/Set1/42600_2.jpg,-1,"{}",1,0,"{""name"":""rect"",""x"":24,""y"":0,""width"":53,""height"":54}","{""Age"":""25-35"",""Weight"":""underweight"",""Gender"":""male"",""Economy-Class"":""lower middle class"",""Education"":""Educated"",""CarryingBag"":""None"",""Accessories"":{""OtherJewellery"":true},""Footwear"":""Normal"",""Demeanour"":""Average"",""ClothingStyle"":""Average"",""ImageQuality"":""Average"",""Emotion"":""Neutral"",""ClothingStyle2"":""Daily"",""BodyPose"":""Front-Frontish""}"
images/Set1/71340_0.jpg,-1,"{}",1,0,"{""name"":""rect"",""x"":21,""y"":1,""width"":51,""height"":48}","{""Age"":""35-45"",""Weight"":""slightly-overweight"",""Gender"":""female"",""Economy-Class"":""middle class"",""Education"":""Educated"",""CarryingBag"":""None"",""Accessories"":{},""Footwear"":""Normal"",""Demeanour"":""Average"",""ClothingStyle"":""Average"",""ImageQuality"":""Average"",""Emotion"":""Neutral"",""ClothingStyle2"":""Daily"",""BodyPose"":""Back""}"
images/Set1/IMG (6468).jpg,-1,"{}",1,0,"{""name"":""rect"",""x"":99,""y"":10,""width"":128,""height"":148}","{""Age"":""15-25"",""Weight"":""normal-healthy"",""Gender"":""male"",""Economy-Class"":""middle class"",""Education"":""Uneducation"",""CarryingBag"":""Grocery/Home/Plastic Bag"",""Accessories"":{""Nothing"":true},""Footwear"":""Normal"",""Demeanour"":""Average"",""ClothingStyle"":""Average"",""ImageQuality"":""Good"",""Emotion"":""Angry/Serious"",""ClothingStyle2"":""Daily"",""BodyPose"":""Front-Frontish""}"
images/Set1/19260_3.jpg,-1,"{}",1,0,"{""name"":""rect"",""x"":222,""y"":24,""width"":225,""height"":206}","{""Age"":""25-35"",""Weight"":""normal-healthy"",""Gender"":""female"",""Economy-Class"":""middle class"",""Education"":""Educated"",""CarryingBag"":""None"",""Accessories"":{""Watch"":true,""OtherJewellery"":true},""Footwear"":""Fancy"",""Demeanour"":""Average"",""ClothingStyle"":""Average"",""ImageQuality"":""Bad"",""Emotion"":undefined,""ClothingStyle2"":""Daily"",""BodyPose"":""Back""}"
images/Set1/60_0 (5).jpg,-1,"{}",1,0,"{""name"":""rect"",""x"":136,""y"":7,""width"":124,""height"":151}","{""Age"":""25-35"",""Weight"":""normal-healthy"",""Gender"":""female"",""Economy-Class"":""upper class"",""Education"":""Educated"",""CarryingBag"":""None"",""Accessories"":{""Nothing"":true},""Footwear"":""Fancy"",""Demeanour"":""Average"",""ClothingStyle"":""Average"",""ImageQuality"":""Average"",""Emotion"":""Angry/Serious"",""ClothingStyle2"":""Daily"",""BodyPose"":""Front-Frontish""}"
images/Set1/9690_0 (4).jpg,-1,"{}",1,0,"{""name"":""rect"",""x"":53,""y"":4,""width"":71,""height"":77}","{""Age"":""15-25"",""Weight"":""normal-healthy"",""Gender"":""female"",""Economy-Class"":""lower middle class"",""Education"":""Educated"",""CarryingBag"":""Grocery/Home/Plastic Bag"",""Accessories"":{""Earings"":true},""Footwear"":""CantSee"",""Demeanour"":""Average"",""ClothingStyle"":""Average"",""ImageQuality"":""Average"",""Emotion"":""Neutral"",""ClothingStyle2"":""Daily"",""BodyPose"":""Front-Frontish""}"
images/Set1/28590_2.jpg,-1,"{}",1,0,"{""name"":""rect"",""x"":29,""y"":14,""width"":58,""height"":73}","{""Age"":""25-35"",""Weight"":""normal-healthy"",""Gender"":""male"",""Economy-Class"":""middle class"",""Education"":""Educated"",""CarryingBag"":""None"",""Accessories"":{""Nothing"":true},""Footwear"":""Normal"",""Demeanour"":""Average"",""ClothingStyle"":""Average"",""ImageQuality"":""Bad"",""Emotion"":""Neutral"",""ClothingStyle2"":""Daily"",""BodyPose"":""Front-Frontish""}"
images/Set1/IMG (2479).jpg,-1,"{}",1,0,"{""name"":""rect"",""x"":66,""y"":7,""width"":61,""height"":71}","{""Age"":""55+"",""Weight"":""slightly-overweight"",""Gender"":""male"",""Economy-Class"":""middle class"",""Education"":""Educated"",""CarryingBag"":""Daily/Office/Work Bag"",""Accessories"":{""Watch"":true},""Footwear"":""Normal"",""Demeanour"":""Average"",""ClothingStyle"":""Average"",""ImageQuality"":""Good"",""Emotion"":""Angry/Serious"",""ClothingStyle2"":""Formal/Business"",""BodyPose"":""Front-Frontish""}"
images/Set1/1620_9.jpg,-1,"{}",1,0,"{""name"":""rect"",""x"":34,""y"":0,""width"":77,""height"":62}","{""Age"":""15-25"",""Weight"":""normal-healthy"",""Gender"":""female"",""Economy-Class"":""middle class"",""Education"":""Educated"",""CarryingBag"":""None"",""Accessories"":{""Nothing"":true},""Footwear"":""Fancy"",""Demeanour"":""Average"",""ClothingStyle"":""Average"",""ImageQuality"":""Average"",""Emotion"":""Neutral"",""ClothingStyle2"":""Daily"",""BodyPose"":""Side""}"
images/Set1/IMG (6032).jpg,-1,"{}",1,0,"{""name"":""rect"",""x"":20,""y"":9,""width"":563,""height"":738}","{""Age"":""25-35"",""Weight"":""slightly-overweight"",""Gender"":""female"",""Economy-Class"":""middle class"",""Education"":""Educated"",""CarryingBag"":""Daily/Office/Work Bag"",""Accessories"":{""Nothing"":true},""Footwear"":""CantSee"",""Demeanour"":""Average"",""ClothingStyle"":""Average"",""ImageQuality"":""Average"",""Emotion"":""Sad"",""ClothingStyle2"":""Daily"",""BodyPose"":""Front-Frontish""}"
images/Set1/IMG (7463).jpg,-1,"{}",1,0,"{""name"":""rect"",""x"":105,""y"":11,""width"":295,""height"":342}","{""Age"":""35-45"",""Weight"":""slightly-overweight"",""Gender"":""male"",""Economy-Class"":""middle class"",""Education"":""Educated"",""CarryingBag"":""None"",""Accessories"":{""Nothing"":true},""Footwear"":""CantSee"",""Demeanour"":""Average"",""ClothingStyle"":""Average"",""ImageQuality"":""Average"",""Emotion"":""Happy"",""ClothingStyle2"":""Daily"",""BodyPose"":""Side""}"
images/Set1/10020_2 (3).jpg,-1,"{}",1,0,"{""name"":""rect"",""x"":189,""y"":1,""width"":204,""height"":183}","{""Age"":""25-35"",""Weight"":""normal-healthy"",""Gender"":""female"",""Economy-Class"":""middle class"",""Education"":""Educated"",""CarryingBag"":""Daily/Office/Work Bag"",""Accessories"":{""Earings"":true,""Watch"":true},""Footwear"":""CantSee"",""Demeanour"":""Average"",""ClothingStyle"":""Average"",""ImageQuality"":""Good"",""Emotion"":undefined,""ClothingStyle2"":""Daily"",""BodyPose"":""Back""}"
images/Set1/4890_2.jpg,-1,"{}",1,0,"{""name"":""rect"",""x"":110,""y"":0,""width"":198,""height"":220}","{""Age"":""35-45"",""Weight"":""normal-healthy"",""Gender"":""male"",""Economy-Class"":""middle class"",""Education"":""Educated"",""CarryingBag"":""Daily/Office/Work Bag"",""Accessories"":{""OtherJewellery"":true},""Footwear"":""CantSee"",""Demeanour"":""Average"",""ClothingStyle"":""Average"",""ImageQuality"":""Good"",""Emotion"":""Angry/Serious"",""ClothingStyle2"":""Daily"",""BodyPose"":""Front-Frontish""}"
images/Set1/5790_2.jpg,-1,"{}",1,0,"{""name"":""rect"",""x"":23,""y"":1,""width"":65,""height"":62}","{""Age"":""55+"",""Weight"":""normal-healthy"",""Gender"":""male"",""Economy-Class"":""upper class"",""Education"":""Educated"",""CarryingBag"":""Grocery/Home/Plastic Bag"",""Accessories"":{""Nothing"":true},""Footwear"":""CantSee"",""Demeanour"":""Classy-Groomed"",""ClothingStyle"":""Classy-Fashionable"",""ImageQuality"":""Good"",""Emotion"":""Sad"",""ClothingStyle2"":""Daily"",""BodyPose"":""Front-Frontish""}"
images/Set1/18030_1 (2).jpg,-1,"{}",1,0,"{""name"":""rect"",""x"":45,""y"":5,""width"":118,""height"":119}","{""Age"":""15-25"",""Weight"":""underweight"",""Gender"":""female"",""Economy-Class"":""middle class"",""Education"":""Educated"",""CarryingBag"":""None"",""Accessories"":{""Nothing"":true},""Footwear"":""Fancy"",""Demeanour"":""Average"",""ClothingStyle"":""Average"",""ImageQuality"":""Good"",""Emotion"":""Happy"",""ClothingStyle2"":""Daily"",""BodyPose"":""Front-Frontish""}"
images/Set1/81150_9.jpg,-1,"{}",1,0,"{""name"":""rect"",""x"":12,""y"":3,""width"":61,""height"":58}","{""Age"":""25-35"",""Weight"":""normal-healthy"",""Gender"":""female"",""Economy-Class"":""upper class"",""Education"":""Educated"",""CarryingBag"":""None"",""Accessories"":{""Watch"":true},""Footwear"":""Normal"",""Demeanour"":""Classy-Groomed"",""ClothingStyle"":""Classy-Fashionable"",""ImageQuality"":""Good"",""Emotion"":""Happy"",""ClothingStyle2"":""Ethnic"",""BodyPose"":""Front-Frontish""}"
images/Set1/11640_6 (2).jpg,-1,"{}",1,0,"{""name"":""rect"",""x"":43,""y"":16,""width"":55,""height"":60}","{""Age"":""25-35"",""Weight"":""normal-healthy"",""Gender"":""male"",""Economy-Class"":""middle class"",""Education"":""Educated"",""CarryingBag"":""None"",""Accessories"":{""Watch"":true},""Footwear"":""Normal"",""Demeanour"":""Classy-Groomed"",""ClothingStyle"":""Classy-Fashionable"",""ImageQuality"":""Good"",""Emotion"":""Neutral"",""ClothingStyle2"":""Daily"",""BodyPose"":""Front-Frontish""}"
images/Set1/12060_3.jpg,-1,"{}",1,0,"{""name"":""rect"",""x"":125,""y"":3,""width"":117,""height"":119}","{""Age"":""25-35"",""Weight"":""normal-healthy"",""Gender"":""female"",""Economy-Class"":""middle class"",""Education"":""Educated"",""CarryingBag"":""None"",""Accessories"":{""Earings"":true},""Footwear"":""Normal"",""Demeanour"":""Average"",""ClothingStyle"":""Average"",""ImageQuality"":""Good"",""Emotion"":""Angry/Serious"",""ClothingStyle2"":""Daily"",""BodyPose"":""Front-Frontish""}"
images/Set1/3750_0 (2).jpg,-1,"{}",1,0,"{""name"":""rect"",""x"":35,""y"":1,""width"":68,""height"":78}","{""Age"":""55+"",""Weight"":""normal-healthy"",""Gender"":""male"",""Economy-Class"":""lower middle class"",""Education"":""Uneducation"",""CarryingBag"":""None"",""Accessories"":{""Nothing"":true},""Footwear"":""Normal"",""Demeanour"":""Average"",""ClothingStyle"":""Average"",""ImageQuality"":""Good"",""Emotion"":""Neutral"",""ClothingStyle2"":""Daily"",""BodyPose"":""Front-Frontish""}"
images/Set1/3750_1 (8).jpg,-1,"{}",1,0,"{""name"":""rect"",""x"":47,""y"":5,""width"":63,""height"":59}","{""Age"":""45-55"",""Weight"":""underweight"",""Gender"":""male"",""Economy-Class"":""lower middle class"",""Education"":""Educated"",""CarryingBag"":""Daily/Office/Work Bag"",""Accessories"":{""Nothing"":true},""Footwear"":""Normal"",""Demeanour"":""Average"",""ClothingStyle"":""Below Average"",""ImageQuality"":""Average"",""Emotion"":undefined,""ClothingStyle2"":""Daily"",""BodyPose"":""Back""}"
images/Set1/IMG (1036).jpg,-1,"{}",1,0,"{""name"":""rect"",""x"":51,""y"":2,""width"":90,""height"":88}","{""Age"":""25-35"",""Weight"":""slightly-overweight"",""Gender"":""male"",""Economy-Class"":""middle class"",""Education"":""Uneducation"",""CarryingBag"":""None"",""Accessories"":{""Nothing"":true},""Footwear"":""CantSee"",""Demeanour"":""Average"",""ClothingStyle"":""Below Average"",""ImageQuality"":""Good"",""Emotion"":""Angry/Serious"",""ClothingStyle2"":""Daily"",""BodyPose"":""Front-Frontish""}"
images/Set1/IMG (4414).jpg,-1,"{}",1,0,"{""name"":""rect"",""x"":73,""y"":14,""width"":118,""height"":111}","{""Age"":""25-35"",""Weight"":""normal-healthy"",""Gender"":""male"",""Economy-Class"":""middle class"",""Education"":""Educated"",""CarryingBag"":""None"",""Accessories"":{""Nothing"":true},""Footwear"":""CantSee"",""Demeanour"":""Average"",""ClothingStyle"":""Average"",""ImageQuality"":""Average"",""Emotion"":""Neutral"",""ClothingStyle2"":""Daily"",""BodyPose"":""Front-Frontish""}"
images/Set1/IMG (6168).jpg,-1,"{}",1,0,"{""name"":""rect"",""x"":115,""y"":46,""width"":277,""height"":238}","{""Age"":""25-35"",""Weight"":""over-weight"",""Gender"":""male"",""Economy-Class"":""middle class"",""Education"":""Educated"",""CarryingBag"":""None"",""Accessories"":{""Nothing"":true},""Footwear"":""CantSee"",""Demeanour"":""Average"",""ClothingStyle"":""Average"",""ImageQuality"":""Average"",""Emotion"":""Neutral"",""ClothingStyle2"":""Daily"",""BodyPose"":""Side""}"
images/Set1/4260_7.jpg,-1,"{}",1,0,"{""name"":""rect"",""x"":37,""y"":19,""width"":91,""height"":91}","{""Age"":""35-45"",""Weight"":""normal-healthy"",""Gender"":""male"",""Economy-Class"":""middle class"",""Education"":""Educated"",""CarryingBag"":""None"",""Accessories"":{""Nothing"":true},""Footwear"":""CantSee"",""Demeanour"":""Average"",""ClothingStyle"":""Average"",""ImageQuality"":""Average"",""Emotion"":""Neutral"",""ClothingStyle2"":""Daily"",""BodyPose"":""Front-Frontish""}"
images/Set1/IMG (2780).jpg,-1,"{}",1,0,"{""name"":""rect"",""x"":28,""y"":3,""width"":54,""height"":47}","{""Age"":""25-35"",""Weight"":""slightly-overweight"",""Gender"":""male"",""Economy-Class"":""middle class"",""Education"":""Educated"",""CarryingBag"":""Daily/Office/Work Bag"",""Accessories"":{""Watch"":true},""Footwear"":""Normal"",""Demeanour"":""Average"",""ClothingStyle"":""Average"",""ImageQuality"":""Average"",""Emotion"":""Neutral"",""ClothingStyle2"":""Daily"",""BodyPose"":""Front-Frontish""}"
images/Set1/3330_2.jpg,-1,"{}",1,0,"{""name"":""rect"",""x"":94,""y"":30,""width"":220,""height"":194}","{""Age"":""35-45"",""Weight"":""slightly-overweight"",""Gender"":""female"",""Economy-Class"":""middle class"",""Education"":""Educated"",""CarryingBag"":""Shopping "",""Accessories"":{""Earings"":true},""Footwear"":""Normal"",""Demeanour"":""Average"",""ClothingStyle"":""Average"",""ImageQuality"":""Good"",""Emotion"":""Neutral"",""ClothingStyle2"":""Ethnic"",""BodyPose"":""Side""}"
images/Set1/IMG (1163).jpg,-1,"{}",1,0,"{""name"":""rect"",""x"":53,""y"":13,""width"":73,""height"":66}","{""Age"":""35-45"",""Weight"":""normal-healthy"",""Gender"":""male"",""Economy-Class"":""middle class"",""Education"":""Uneducation"",""CarryingBag"":""None"",""Accessories"":{""Nothing"":true},""Footwear"":""Normal"",""Demeanour"":""Average"",""ClothingStyle"":""Average"",""ImageQuality"":""Good"",""Emotion"":undefined,""ClothingStyle2"":""Daily"",""BodyPose"":""Back""}"
images/Set1/IMG (3704).jpg,-1,"{}",1,0,"{""name"":""rect"",""x"":27,""y"":2,""width"":77,""height"":57}","{""Age"":""25-35"",""Weight"":""normal-healthy"",""Gender"":""female"",""Economy-Class"":""upper class"",""Education"":""Educated"",""CarryingBag"":""Shopping "",""Accessories"":{""Nothing"":true},""Footwear"":""Fancy"",""Demeanour"":""Classy-Groomed"",""ClothingStyle"":""Classy-Fashionable"",""ImageQuality"":""Good"",""Emotion"":undefined,""ClothingStyle2"":""Daily"",""BodyPose"":""Back""}"
images/Set1/14520_1 (2).jpg,-1,"{}",1,0,"{""name"":""rect"",""x"":76,""y"":8,""width"":299,""height"":217}","{""Age"":""35-45"",""Weight"":""slightly-overweight"",""Gender"":""female"",""Economy-Class"":""middle class"",""Education"":""Educated"",""CarryingBag"":""None"",""Accessories"":{""OtherJewellery"":true},""Footwear"":""CantSee"",""Demeanour"":""Average"",""ClothingStyle"":""Average"",""ImageQuality"":""Good"",""Emotion"":""Neutral"",""ClothingStyle2"":""Ethnic"",""BodyPose"":""Side""}"
images/Set1/IMG (3958).jpg,-1,"{}",1,0,"{""name"":""rect"",""x"":49,""y"":2,""width"":48,""height"":45}","{""Age"":""35-45"",""Weight"":""slightly-overweight"",""Gender"":""male"",""Economy-Class"":""lower middle class"",""Education"":""Uneducation"",""CarryingBag"":""Grocery/Home/Plastic Bag"",""Accessories"":{""Cap"":true},""Footwear"":""Normal"",""Demeanour"":""Average"",""ClothingStyle"":""Average"",""ImageQuality"":""Good"",""Emotion"":""Neutral"",""ClothingStyle2"":""Daily"",""BodyPose"":""Front-Frontish""}"
images/Set1/IMG (5159).jpg,-1,"{}",1,0,"{""name"":""rect"",""x"":43,""y"":3,""width"":87,""height"":93}","{""Age"":""25-35"",""Weight"":""underweight"",""Gender"":""male"",""Economy-Class"":""middle class"",""Education"":""Educated"",""CarryingBag"":""Daily/Office/Work Bag"",""Accessories"":{""Nothing"":true},""Footwear"":""Normal"",""Demeanour"":""Average"",""ClothingStyle"":""Average"",""ImageQuality"":""Good"",""Emotion"":""Neutral"",""ClothingStyle2"":""Daily"",""BodyPose"":""Front-Frontish""}"
images/Set1/IMG (3186).jpg,-1,"{}",1,0,"{""name"":""rect"",""x"":32,""y"":25,""width"":80,""height"":84}","{""Age"":""35-45"",""Weight"":""over-weight"",""Gender"":""male"",""Economy-Class"":""middle class"",""Education"":""Educated"",""CarryingBag"":""None"",""Accessories"":{""Watch"":true},""Footwear"":""Normal"",""Demeanour"":""Average"",""ClothingStyle"":""Average"",""ImageQuality"":""Good"",""Emotion"":undefined,""ClothingStyle2"":""Daily"",""BodyPose"":""Back""}"
images/Set1/3330_1 (2).jpg,-1,"{}",1,0,"{""name"":""rect"",""x"":15,""y"":3,""width"":190,""height"":213}","{""Age"":""25-35"",""Weight"":""normal-healthy"",""Gender"":""female"",""Economy-Class"":""upper class"",""Education"":""Educated"",""CarryingBag"":""Shopping "",""Accessories"":{""Nothing"":true},""Footwear"":""Normal"",""Demeanour"":""Average"",""ClothingStyle"":""Average"",""ImageQuality"":""Good"",""Emotion"":undefined,""ClothingStyle2"":""Daily"",""BodyPose"":""Back""}"
images/Set1/10110_0 (3).jpg,-1,"{}",1,0,"{""name"":""rect"",""x"":59,""y"":27,""width"":134,""height"":135}","{""Age"":""35-45"",""Weight"":""over-weight"",""Gender"":""female"",""Economy-Class"":""middle class"",""Education"":""Educated"",""CarryingBag"":""Shopping "",""Accessories"":{""Nothing"":true},""Footwear"":""Normal"",""Demeanour"":""Average"",""ClothingStyle"":""Average"",""ImageQuality"":""Average"",""Emotion"":""Happy"",""ClothingStyle2"":""Daily"",""BodyPose"":""Front-Frontish""}"
images/Set1/IMG (3119).jpg,-1,"{}",1,0,"{""name"":""rect"",""x"":55,""y"":2,""width"":84,""height"":73}","{""Age"":""35-45"",""Weight"":""over-weight"",""Gender"":""female"",""Economy-Class"":""middle class"",""Education"":""Educated"",""CarryingBag"":""None"",""Accessories"":{""OtherJewellery"":true},""Footwear"":""Fancy"",""Demeanour"":""Average"",""ClothingStyle"":""Average"",""ImageQuality"":""Good"",""Emotion"":undefined,""ClothingStyle2"":""Daily"",""BodyPose"":""Back""}"
images/Set1/37530_1.jpg,-1,"{}",1,0,"{""name"":""rect"",""x"":53,""y"":5,""width"":54,""height"":57}","{""Age"":""35-45"",""Weight"":""normal-healthy"",""Gender"":""male"",""Economy-Class"":""middle class"",""Education"":""Educated"",""CarryingBag"":""None"",""Accessories"":{""Nothing"":true},""Footwear"":""Normal"",""Demeanour"":""Average"",""ClothingStyle"":""Average"",""ImageQuality"":""Good"",""Emotion"":""Angry/Serious"",""ClothingStyle2"":""Formal/Business"",""BodyPose"":""Front-Frontish""}"
images/Set1/36240_2.jpg,-1,"{}",1,0,"{""name"":""rect"",""x"":1,""y"":1,""width"":101,""height"":90}","{""Age"":""35-45"",""Weight"":""slightly-overweight"",""Gender"":""female"",""Economy-Class"":""middle class"",""Education"":""Educated"",""CarryingBag"":""Daily/Office/Work Bag"",""Accessories"":{""OtherJewellery"":true},""Footwear"":""CantSee"",""Demeanour"":""Average"",""ClothingStyle"":""Average"",""ImageQuality"":""Average"",""Emotion"":""Neutral"",""ClothingStyle2"":""Daily"",""BodyPose"":""Side""}"
images/Set1/IMG (2810).jpg,-1,"{}",1,0,"{""name"":""rect"",""x"":52,""y"":2,""width"":85,""height"":81}","{""Age"":""25-35"",""Weight"":""underweight"",""Gender"":""male"",""Economy-Class"":""lower middle class"",""Education"":""Uneducation"",""CarryingBag"":""None"",""Accessories"":{""OtherJewellery"":true},""Footwear"":""Normal"",""Demeanour"":""Average"",""ClothingStyle"":""Average"",""ImageQuality"":""Good"",""Emotion"":""Neutral"",""ClothingStyle2"":""Daily"",""BodyPose"":""Front-Frontish""}"
images/Set1/IMG (7698).jpg,-1,"{}",1,0,"{""name"":""rect"",""x"":49,""y"":9,""width"":104,""height"":104}","{""Age"":""25-35"",""Weight"":""normal-healthy"",""Gender"":""male"",""Economy-Class"":""middle class"",""Education"":""Educated"",""CarryingBag"":""Daily/Office/Work Bag"",""Accessories"":{""Nothing"":true},""Footwear"":""Normal"",""Demeanour"":""Average"",""ClothingStyle"":""Average"",""ImageQuality"":""Good"",""Emotion"":""Neutral"",""ClothingStyle2"":""Sports"",""BodyPose"":""Side""}"
images/Set1/141870_0.jpg,-1,"{}",1,0,"{""name"":""rect"",""x"":16,""y"":13,""width"":90,""height"":88}","{""Age"":""35-45"",""Weight"":""normal-healthy"",""Gender"":""male"",""Economy-Class"":""middle class"",""Education"":""Educated"",""CarryingBag"":""Grocery/Home/Plastic Bag"",""Accessories"":{""Watch"":true},""Footwear"":""Normal"",""Demeanour"":""Average"",""ClothingStyle"":""Average"",""ImageQuality"":""Good"",""Emotion"":""Neutral"",""ClothingStyle2"":""Formal/Business"",""BodyPose"":""Side""}"
